bandwidth_state,causal_destination_switches,causal_method_switches,causal_redirected_sessions,context_seed,control_cutoff_shed_w,control_eventual_success,control_shortfall_fraction,control_shortfall_w,control_target_s,detection_at_s,fault_at_s,fault_axis,healthy_east_load,initial_impaired_sessions,migration_cutoff_s,move_concurrency,no_extrapolation,observation_horizon_s,outcome,pending_impaired_sessions,power_deadline_s,predecision_fraction,predecision_shed_w,prefill_state,qualifies,repair_cutoff_shed_w,repair_target_s,requested_shed_w,stable_target_s,sweep_phase,target_fraction,target_time_gap_s
germany,1,1,1,2,24.59957220174556,False,0.20462620657889347,6.328744025441779,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,applied,4,30.0,0.0,0.0,none,False,16.656244223987954,31.697837097027687,30.928316227187338,,common_workload_multiaxis,0.5,
none,0,0,0,2,18.383684705050655,False,0.4056034421657072,12.544631522136683,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,18.383684705050655,,30.928316227187338,,common_workload_multiaxis,0.5,
germany,0,0,0,2,18.383684705050655,False,0.4056034421657072,12.544631522136683,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,18.383684705050655,,30.928316227187338,,common_workload_multiaxis,0.5,
germany,0,0,0,2,24.59957220174556,False,0.2769329150717213,9.421575648160513,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,24.59957220174556,,34.02114784990607,,common_workload_multiaxis,0.55,
none,0,0,0,2,18.383684705050655,False,0.45963949287791567,15.637463144855417,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,18.383684705050655,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,2,18.383684705050655,False,0.45963949287791567,15.637463144855417,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,18.383684705050655,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,2,24.59957220174556,False,0.3371885054824112,12.514407270879246,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,24.59957220174556,,37.113979472624806,,common_workload_multiaxis,0.6,
none,0,0,0,2,18.383684705050655,False,0.5046695351380893,18.73029476757415,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,18.383684705050655,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,2,18.383684705050655,False,0.5046695351380893,18.73029476757415,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,18.383684705050655,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,2,24.59957220174556,False,0.3881740050606873,15.60723889359798,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,24.59957220174556,,40.20681109534354,,common_workload_multiaxis,0.65,
none,0,0,0,2,18.383684705050655,False,0.5427718785890056,21.823126390292884,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,18.383684705050655,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,2,18.383684705050655,False,0.5427718785890056,21.823126390292884,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,18.383684705050655,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,2,24.59957220174556,False,0.4318758618420668,18.700070516316714,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,24.59957220174556,,43.29964271806227,,common_workload_multiaxis,0.7,
none,0,0,0,2,18.383684705050655,False,0.5754310301183623,24.91595801301162,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,18.383684705050655,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,2,18.383684705050655,False,0.5754310301183623,24.91595801301162,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,18.383684705050655,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,3,23.221988746338894,True,0.24916737866493507,7.706327480848444,63.08650671263116,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,3,30.0,0.0,0.0,none,False,23.221988746338894,63.08650671263115,30.928316227187338,20.703109984277006,common_workload_multiaxis,0.5,1.4210854715202004e-14
none,0,0,0,3,26.236924504440367,False,0.15168597243658008,4.691391722746971,205.7665611798619,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,26.236924504440367,205.7665611798619,30.928316227187338,20.703109984277006,common_workload_multiaxis,0.5,0.0
germany,0,0,0,3,16.84922979236663,False,0.4552167124586168,14.07908643482071,217.02629724196268,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,16.84922979236663,216.02629724196268,30.928316227187338,20.703109984277006,common_workload_multiaxis,0.5,1.0
germany,0,0,0,3,23.221988746338894,False,0.3174248896953955,10.799159103567177,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,3,30.0,0.0,0.0,none,False,23.221988746338894,,34.02114784990607,,common_workload_multiaxis,0.55,
none,0,0,0,3,26.236924504440367,False,0.22880542948780008,7.784223345465705,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,26.236924504440367,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,3,16.84922979236663,False,0.5047424658714698,17.171918057539443,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,16.84922979236663,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,3,23.221988746338894,False,0.3743061488874459,13.891990726285911,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,3,30.0,0.0,0.0,none,False,23.221988746338894,,37.113979472624806,,common_workload_multiaxis,0.6,
none,0,0,0,3,26.236924504440367,False,0.29307164369715005,10.877054968184439,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,26.236924504440367,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,3,16.84922979236663,False,0.5460139270488473,20.264749680258177,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,16.84922979236663,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,3,23.221988746338894,False,0.4224364451268731,16.984822349004645,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,3,30.0,0.0,0.0,none,False,23.221988746338894,,40.20681109534354,,common_workload_multiaxis,0.65,
none,0,0,0,3,26.236924504440367,False,0.3474507480281385,13.969886590903172,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,26.236924504440367,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,3,16.84922979236663,False,0.5809359326604744,23.35758130297691,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,16.84922979236663,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,3,23.221988746338894,False,0.4636909847606679,20.07765397172338,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,3,30.0,0.0,0.0,none,False,23.221988746338894,,43.29964271806227,,common_workload_multiaxis,0.7,
none,0,0,0,3,26.236924504440367,False,0.3940614088832715,17.062718213621906,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,26.236924504440367,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,3,16.84922979236663,False,0.6108690803275834,26.450412925695645,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,16.84922979236663,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,4,37.217014725624935,True,0.0,0.0,21.21932879285046,2.0,1.0,bandwidth,0.5,3,25.0,4,True,120.0,unchanged,3,30.0,0.07106832725929585,2.19802369921274,none,False,38.517020522317694,20.123084562461013,30.928316227187338,10.243207337731514,common_workload_multiaxis,0.5,1.0962442303894484
none,0,0,0,4,32.35947669917067,True,0.0,0.0,24.521117494281413,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,unchanged,5,30.0,0.0,0.0,germany,False,32.35947669917067,22.521117494281413,30.928316227187338,10.243207337731514,common_workload_multiaxis,0.5,2.0
germany,0,0,0,4,27.490276320170267,True,0.11116156087394387,3.438039907017071,67.76944518138154,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,27.490276320170267,65.76944518138154,30.928316227187338,10.243207337731514,common_workload_multiaxis,0.5,2.0
germany,0,0,0,4,34.34780892232736,True,0.0,0.0,21.534347082700798,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,34.34780892232736,19.839901162331458,34.02114784990607,14.293250897685226,common_workload_multiaxis,0.55,1.6944459203693398
none,0,0,0,4,27.312108055075186,True,0.19720204104898856,6.709039794830886,114.6493392287185,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,27.312108055075186,113.6493392287185,34.02114784990607,14.293250897685226,common_workload_multiaxis,0.55,1.0
germany,0,0,0,4,27.312108055075186,True,0.19720204104898856,6.709039794830886,114.6493392287185,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,27.312108055075186,113.6493392287185,34.02114784990607,14.293250897685226,common_workload_multiaxis,0.55,1.0
germany,0,0,0,4,43.45872795570122,True,0.0,0.0,23.444597356324685,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,44.18919651832839,20.444597356324685,37.113979472624806,16.583109142998453,common_workload_multiaxis,0.6,3.0
none,0,0,0,4,29.723151495751523,True,0.1991386556196363,7.3908279768732825,92.31458579204639,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,29.723151495751523,91.31458579204639,37.113979472624806,16.583109142998453,common_workload_multiaxis,0.6,1.0
germany,0,0,0,4,23.725066944637092,False,0.360751197210295,13.388912527987713,137.72983848978436,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,9,30.0,0.0,0.0,germany,False,23.725066944637092,136.72983848978436,37.113979472624806,16.583109142998453,common_workload_multiaxis,0.6,1.0
germany,0,0,0,4,43.45872795570122,True,0.0,0.0,23.444597356324685,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,44.18919651832839,20.444597356324685,40.20681109534354,18.245855004162383,common_workload_multiaxis,0.65,3.0
none,0,0,0,4,29.723151495751523,True,0.26074337441812584,10.483659599592016,103.26021039219609,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,29.723151495751523,102.26021039219609,40.20681109534354,18.245855004162383,common_workload_multiaxis,0.65,1.0
germany,0,0,0,4,23.725066944637092,False,0.40992418204027237,16.481744150706447,137.72983848978436,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,9,30.0,0.0,0.0,germany,False,23.725066944637092,136.72983848978436,40.20681109534354,18.245855004162383,common_workload_multiaxis,0.65,1.0
germany,0,0,0,4,43.45872795570122,True,0.0,0.0,24.662268206514966,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,44.18919651832839,23.60909572683731,43.29964271806227,18.245855004162383,common_workload_multiaxis,0.7,1.0531724796776558
none,0,0,0,4,29.723151495751523,False,0.3135474191025454,13.57649122231075,137.72983848978436,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,29.723151495751523,136.72983848978436,43.29964271806227,18.245855004162383,common_workload_multiaxis,0.7,1.0
germany,0,0,0,4,23.725066944637092,False,0.45207245475168145,19.57457577342518,190.95092036879316,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,9,30.0,0.0,0.0,germany,False,23.725066944637092,189.95092036879316,43.29964271806227,18.245855004162383,common_workload_multiaxis,0.7,1.0
germany,0,0,0,5,32.15207634322795,True,0.0,0.0,21.144752906335007,2.0,1.0,bandwidth,0.5,3,25.0,4,True,120.0,unchanged,3,30.0,0.07106832725929585,2.19802369921274,none,False,32.15207634322795,21.283825485718264,30.928316227187338,11.898128978498006,common_workload_multiaxis,0.5,-0.13907257938325657
none,0,0,0,5,26.31427865040854,True,0.14918489396208573,4.614037576778799,32.028638796068506,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,26.31427865040854,32.0286387960685,30.928316227187338,11.898128978498006,common_workload_multiaxis,0.5,7.105427357601002e-15
germany,0,0,0,5,23.903235209732202,True,0.22714075237240958,7.025081017455136,93.57159699017126,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,23.903235209732202,93.57159699017126,30.928316227187338,11.898128978498006,common_workload_multiaxis,0.5,0.0
germany,0,0,0,5,35.293970372076814,True,0.0,0.0,22.46234948203149,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,35.293970372076814,21.195263599418922,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,1.2670858826125695
none,0,0,0,5,26.13611038531343,False,0.23176870749275474,7.885037464592642,158.2441578878186,2.0,1.0,prefill,0.5,7,25.0,4,True,120.0,revised_maximum,7,30.0,0.0,0.0,germany,False,26.13611038531343,157.2441578878186,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,1.0
germany,0,0,0,5,23.725066944637092,False,0.3026376696839582,10.29608090526898,158.2441578878186,2.0,1.0,joint,0.5,11,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,23.725066944637092,157.2441578878186,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,1.0
germany,0,0,0,5,35.293970372076814,True,0.049038371158512575,1.820009100547992,38.725956611900685,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,35.293970372076814,37.45887072928811,37.113979472624806,15.901626965414444,common_workload_multiaxis,0.6,1.2670858826125766
none,0,0,0,5,26.13611038531343,False,0.29578798186835853,10.977869087311376,165.75445110816267,2.0,1.0,prefill,0.5,7,25.0,4,True,120.0,revised_maximum,7,30.0,0.0,0.0,germany,False,26.13611038531343,164.75445110816267,37.113979472624806,15.901626965414444,common_workload_multiaxis,0.6,1.0
germany,0,0,0,5,23.725066944637092,False,0.360751197210295,13.388912527987713,178.75847728585285,2.0,1.0,joint,0.5,11,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,23.725066944637092,177.75847728585285,37.113979472624806,15.901626965414444,common_workload_multiaxis,0.6,1.0
germany,0,0,0,5,35.293970372076814,True,0.12218926568478083,4.912840723266726,70.91390595206859,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,35.293970372076814,69.64682006945601,40.20681109534354,23.257400839356336,common_workload_multiaxis,0.65,1.2670858826125766
none,0,0,0,5,26.13611038531343,False,0.349958137109254,14.07070071003011,219.78711608192134,2.0,1.0,prefill,0.5,7,25.0,4,True,120.0,revised_maximum,7,30.0,0.0,0.0,germany,False,26.13611038531343,218.78711608192134,40.20681109534354,23.257400839356336,common_workload_multiaxis,0.65,1.0
germany,0,0,0,5,23.725066944637092,False,0.40992418204027237,16.481744150706447,232.818886894728,2.0,1.0,joint,0.5,11,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,23.725066944637092,231.818886894728,40.20681109534354,23.257400839356336,common_workload_multiaxis,0.65,1.0
germany,0,0,0,5,35.293970372076814,False,0.1848900324215822,8.00567234598546,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,35.293970372076814,,43.29964271806227,,common_workload_multiaxis,0.7,
none,0,0,0,5,26.13611038531343,False,0.3963896987443073,17.163532332748844,,2.0,1.0,prefill,0.5,7,25.0,4,True,120.0,revised_maximum,7,30.0,0.0,0.0,germany,False,26.13611038531343,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,5,23.725066944637092,False,0.45207245475168145,19.57457577342518,,2.0,1.0,joint,0.5,11,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,23.725066944637092,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,6,32.394023532724816,True,0.0,0.0,23.184042309107312,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.07106832725929585,2.19802369921274,none,False,32.394023532724816,21.802826200170788,30.928316227187338,10.52817921627859,common_workload_multiaxis,0.5,1.381216108936524
none,0,0,0,6,32.35947669917067,True,0.0,0.0,22.326401319809285,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,germany,False,32.35947669917067,22.32640131980928,30.928316227187338,10.52817921627859,common_workload_multiaxis,0.5,7.105427357601002e-15
germany,0,0,0,6,27.490276320170267,True,0.11116156087394387,3.438039907017071,86.08904840494367,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,27.490276320170267,86.08904840494367,30.928316227187338,10.52817921627859,common_workload_multiaxis,0.5,0.0
germany,0,0,0,6,34.78012889661295,True,0.0,0.0,22.409177002353832,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,34.78012889661295,20.46234948203149,34.02114784990607,13.154744717427056,common_workload_multiaxis,0.55,1.9468275203223406
none,0,0,0,6,30.481365226936617,True,0.1040465371299701,3.5397826229694545,32.9054427019242,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,30.481365226936617,30.905442701924198,34.02114784990607,13.154744717427056,common_workload_multiaxis,0.55,2.0000000000000036
germany,0,0,0,6,24.901064614398848,True,0.26807100324019206,9.120083235507224,81.35499306129674,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,9,30.0,0.0,0.0,germany,False,24.901064614398848,80.35499306129674,34.02114784990607,13.154744717427056,common_workload_multiaxis,0.55,1.0
